name,race,gender,first_appearance,first_appearance_year,game_count,game_names,description_preview,auto_flag,flag_reason,keep_suggested,keep,tier
Kogoli,Rito,,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,Kogoli is a character in The Wind Waker. ,TRUE,minimal_description,review,review,
Kohm,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Kohm is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Koko,Sheikah,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Koko is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Komali,Rito,Male,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,"Komali, also known as Prince Komali, is a character in The Wind Waker. ",FALSE,,review,review,
Konba,Hylian,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Konba is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Korgu Chideh,Sheikah,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Korgu Chideh is a character in Breath of the Wild. ,FALSE,,review,review,
Kotta,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Kotta is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Kotts,Rito,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Kotts is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Koyin,Hylian,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Koyin is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Krane,Goron,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Krane is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Kreeb,,Male,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,Kreeb is a character in The Wind Waker. ,TRUE,no_race; minimal_description,review,review,
Kuhn Sidajj,Sheikah,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Kuhn Sidajj is a character in Breath of the Wild. ,FALSE,,review,review,
Kumu,Anouki,Male,The Legend of Zelda: Phantom Hourglass,2007,1,The Legend of Zelda: Phantom Hourglass,Kumu is a character from Phantom Hourglass. ,TRUE,minimal_description,review,review,
Kyra,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Kyra is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Lady Alma,,Female,Zelda: The Wand of Gamelon,1993,1,Zelda: The Wand of Gamelon,Lady Alma is a character in The Wand of Gamelon. She is a woman Zelda encounters on her adventures in Gamelon. ,TRUE,no_race,review,review,
Laflat,Zora,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Laflat is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Laine,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Laine is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Lake Scientist,,Male,The Legend of Zelda: Ocarina of Time,1998,1,The Legend of Zelda: Ocarina of Time,The Lake Scientist is a character in Ocarina of Time. ,TRUE,no_race,review,review,
Lakna Rokee,Sheikah,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Lakna Rokee is a character in Breath of the Wild. ,FALSE,,review,review,
Lanayru Tourism,,,The Legend of Zelda: Twilight Princess,2006,1,The Legend of Zelda: Twilight Princess,"Lanayru Tourism, also known as the Lanayru Tourist Association, is a group in Twilight Princess. ",TRUE,no_race,review,review,
Lapelli,,Male,The Legend of Zelda: Phantom Hourglass,2007,1,The Legend of Zelda: Phantom Hourglass,Lapelli is a character in Phantom Hourglass. ,TRUE,no_race; minimal_description,review,review,
Laroba,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Laroba is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Lashley,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Lashley is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Lasli,Sheikah,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Lasli is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Lattie,Human,,The Legend of Zelda: Link's Awakening,1993,1,The Legend of Zelda: Link's Awakening,Lattie is a character in Link's Awakening. ,TRUE,minimal_description,review,review,
Lawdon,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Lawdon is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Leaf,Fairy,Male,The Legend of Zelda: Phantom Hourglass,2007,1,The Legend of Zelda: Phantom Hourglass,Leaf is a character in Phantom Hourglass. ,TRUE,minimal_description,review,review,
Ledo,Zora,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Ledo is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Leena,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Leena is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Leila,Hylian,Female,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Leila is a character in The Minish Cap. ,TRUE,minimal_description,review,review,
Lenzo,Hylian,Male,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,Lenzo is a character in The Wind Waker. ,TRUE,minimal_description,review,review,
Leop,Hylian,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Leop is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Lester,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Lester is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Letty,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Letty is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Liana,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Liana is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Librari,Minish,Male,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Librari is a character in The Minish Cap. ,TRUE,minimal_description,review,review,
Library Minish,,,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,The Library Minish are a group of Town Minish in The Minish Cap. ,TRUE,no_race,review,review,
Linder,Korok,Male,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,Linder is a character in The Wind Waker. ,TRUE,minimal_description,review,review,
Little Brother Beaver,Beaver,Male,The Legend of Zelda: Majora's Mask,2000,1,The Legend of Zelda: Majora's Mask,Little Brother Beaver is a character in Majora's Mask. ,FALSE,,review,review,
Lolly,Hylian,Male,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Lolly is a character in The Minish Cap. ,TRUE,minimal_description,review,review,
Lonni,Hylian,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Lonni is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Loone,Hylian,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Loone is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Loot,,Male,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,Loot is a character in The Wind Waker. ,TRUE,no_race; minimal_description,review,review,
Lord Kiro,,Male,Zelda: The Wand of Gamelon,1993,1,Zelda: The Wand of Gamelon,Lord Kiro is a character in The Wand of Gamelon. ,TRUE,no_race; minimal_description,review,review,
Lorn,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Lorn is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Lost Old Man,Hylian,Male,The Legend of Zelda: A Link to the Past,1992,1,The Legend of Zelda: A Link to the Past,The Lost Old Man is a character in A Link to the Past. ,FALSE,,review,review,
Loyal Sage,Hylian,Male,The Legend of Zelda: A Link to the Past,1992,1,The Legend of Zelda: A Link to the Past,Loyal Sage is a character in A Link to the Past. ,TRUE,minimal_description,review,review,
Lubonga,,Female,Zelda: The Wand of Gamelon,1993,1,Zelda: The Wand of Gamelon,"Lubonga is a character in The Wand of Gamelon. She is a woman living in Aru Ainu, Gamelon. ",TRUE,no_race,review,review,
Lucia,Hylian,Female,The Legend of Zelda: Spirit Tracks,2009,1,The Legend of Zelda: Spirit Tracks,Lucia is a character in Spirit Tracks. ,TRUE,minimal_description,review,review,
Lucky Lee,Spirit,,The Legend of Zelda: Phantom Hourglass,2007,1,The Legend of Zelda: Phantom Hourglass,Lucky Lee is a character in Phantom Hourglass. ,TRUE,minimal_description,review,review,
Luda,Human,Female,The Legend of Zelda: Twilight Princess,2006,1,The Legend of Zelda: Twilight Princess,Luda is a character in Twilight Princess.  ,TRUE,minimal_description,review,review,
Lukan,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Lukan is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Lulu,Zora,Female,The Legend of Zelda: Majora's Mask,2000,1,The Legend of Zelda: Majora's Mask,Lulu is a character in Majora's Mask. ,TRUE,minimal_description,review,review,
Lumberjack,,,The Legend of Zelda: A Link to the Past,1992,1,The Legend of Zelda: A Link to the Past,Lumberjacks are recurring characters in The Legend of Zelda series. ,TRUE,no_race,review,review,
Lyndae,Goron,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Lyndae is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Lynna City Comedian,Human,Male,The Legend of Zelda: Oracle of Ages,2001,1,The Legend of Zelda: Oracle of Ages,The Lynna City Comedian is a character in Oracle of Ages.  ,FALSE,,review,review,
Maag Halan,Sheikah,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Maag Halan is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Maca,Korok,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Maca is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Mack,Hylian,Male,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Mack is a character in The Minish Cap. ,TRUE,minimal_description,review,review,
Madam MeowMeow,,Female,The Legend of Zelda: Link's Awakening,1993,1,The Legend of Zelda: Link's Awakening,Madam MeowMeow is a character in Link's Awakening. ,TRUE,no_race,review,review,
Madame Aroma,Hylian,Female,The Legend of Zelda: Majora's Mask,2000,1,The Legend of Zelda: Majora's Mask,Madame Aroma is a character in Majora's Mask. ,TRUE,minimal_description,review,review,
Madame Couture,Human,Female,The Legend of Zelda: Tri Force Heroes,2015,1,The Legend of Zelda: Tri Force Heroes,Madame Couture is a recurring character in The Legend of Zelda series. ,FALSE,,review,review,
Madame Fanadi,Hylian,Female,The Legend of Zelda: Twilight Princess,2006,1,The Legend of Zelda: Twilight Princess,Madame Fanadi is a character in Twilight Princess. ,FALSE,,review,review,
Madame Scratchcard,Human,Female,Freshly-Picked Tingle's Rosy Rupeeland,2006,1,Freshly-Picked Tingle's Rosy Rupeeland,Madame Scratchcard is a character in Freshly-Picked Tingle's Rosy Rupeeland. ,FALSE,,review,review,
Magda,Hylian,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Magda is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Magician,,,Zelda II: The Adventure of Link,1987,1,Zelda II: The Adventure of Link,The Magician is a character in The Adventure of Link. ,TRUE,no_race,review,review,
Mah Eliya,Sheikah,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Mah Eliya is a character in Breath of the Wild. They appear exclusively in The Champions' Ballad DLC Pack. ,FALSE,,review,review,
Mai,,Female,The Legend of Zelda: Phantom Hourglass,2007,1,The Legend of Zelda: Phantom Hourglass,Mai is a character in Phantom Hourglass. ,TRUE,no_race; minimal_description,review,review,
Maike,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Maike is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Makar,Korok,Male,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,Makar is a character in The Wind Waker. ,TRUE,minimal_description,review,review,
Makure,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Makure is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Malanya,,Male,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Malanya is a character in Breath of the Wild. ,TRUE,no_race; minimal_description,review,review,
Malena,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Malena is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Malo,Human,Male,The Legend of Zelda: Twilight Princess,2006,1,The Legend of Zelda: Twilight Princess,Malo is a character in Twilight Princess. ,TRUE,minimal_description,review,review,
Maltza,,Male,The Legend of Zelda: Phantom Hourglass,2007,1,The Legend of Zelda: Phantom Hourglass,Maltza is a character in Phantom Hourglass. ,TRUE,no_race; minimal_description,review,review,
Mama,Hylian,Female,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Mama is a character in The Minish Cap. ,TRUE,minimal_description,review,review,
Mama Turtle,Turtle,Female ,The Legend of Zelda: A Link Between Worlds,2013,1,The Legend of Zelda: A Link Between Worlds,Mama Turtle is a character in A Link Between Worlds. She is the mother of the baby Turtles. ,FALSE,,review,review,
Man Carrying Sack,Hylian,Male,The Legend of Zelda: Ocarina of Time,1998,1,The Legend of Zelda: Ocarina of Time,The Man Carrying Sack is a character in Ocarina of Time. ,FALSE,,review,review,
Manbo,,Male,The Legend of Zelda: Link's Awakening,1993,1,The Legend of Zelda: Link's Awakening,Manbo is a character in Link's Awakening. ,TRUE,no_race; minimal_description,review,review,
Manny,Hylian,Male,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,Manny is a character in The Wind Waker. ,TRUE,minimal_description,review,review,
Marcy,Hylian,Female,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,Marcy is a character in The Minish Cap. ,TRUE,minimal_description,review,review,
Maronie,,Female,The Legend of Zelda: Phantom Hourglass,2007,1,The Legend of Zelda: Phantom Hourglass,Maronie is a character in Phantom Hourglass. ,TRUE,no_race; minimal_description,review,review,
Marta,Gerudo,Female,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,Marta is a character in Breath of the Wild. ,TRUE,minimal_description,review,review,
Masked Follower,Loruleans,,The Legend of Zelda: A Link Between Worlds,2013,1,The Legend of Zelda: A Link Between Worlds,The Masked Followers are a group of characters found in Lorule in A Link Between Worlds. ,FALSE,,review,review,
Master Craftsman,Hylian,Male,The Legend of Zelda: Ocarina of Time,1998,1,The Legend of Zelda: Ocarina of Time,The Master Craftsman is a character in Ocarina of Time. ,FALSE,,review,review,
Master Diver,Human,Male,The Legend of Zelda: Oracle of Seasons,2001,1,The Legend of Zelda: Oracle of Seasons,The Master Diver is a character in Oracle of Seasons. ,FALSE,,review,review,
